model,trial_id,condition,trial_type,claimed_speaker,test_speaker,test_path,claimed_cohort,test_cohort,is_same_cohort,raw_similarity,snorm_score,mu_imp,sigma_imp,decision,verified,real_impostor_cohort_size
baseline,7604022102160f3e7c3d3ad3,clean,impostor,hindi_662_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.29028467725446233,1.183081966988068,0.1349790906134994,0.1312720428292432,mismatch,false,38
baseline,f60f18b189137958eed2b9ba,clean,impostor,hindi_550_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.2548656596045146,0.8995203075048644,0.1359111700253401,0.1322421390453503,mismatch,false,38
baseline,4bef0eaa2a75a05b9dba0b10,clean,impostor,hindi_186_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.1588581433338614,0.1528856223045057,0.13843768361140993,0.13356690717312567,mismatch,false,38
baseline,5cce33b7835198d5442d0f4d,clean,impostor,hindi_458_female,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,female|hindi|unknown,male|hindi|unknown,false,-0.04906767432741801,-1.4846180265454285,0.1439094156551278,0.12998433706991017,mismatch,false,38
baseline,0abc552b1aac3609b3d523f9,clean,impostor,hindi_888_female,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.049067674327418126,-0.6947877681919246,0.14132690648000057,0.13278764592052697,mismatch,false,38
baseline,0dcd9497e7e2b8f61d4a69f0,clean,impostor,hindi_326_female,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.18303988795514106,0.33909324313418393,0.13780132191084993,0.1334104024785584,mismatch,false,38
baseline,b169e3c9a8061b19789743b4,clean,impostor,hindi_384_female,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.18303988795514106,0.33909324313418393,0.13780132191084993,0.1334104024785584,mismatch,false,38
baseline,a211fe92be67916ab5356be1,clean,genuine,hindi_1177_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.7807372285720945,4.7022750430880595,0.1947527871580255,0.12461721954682677,verified,true,39
baseline,e28d4481cab07b9bf2813766,clean,impostor,hindi_277_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.29028467725446233,0.7827000601050785,0.19223879005022454,0.1252662318578013,mismatch,false,38
baseline,22502213715c6bdc1522107b,clean,impostor,hindi_367_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.4275550934302822,1.9859527872837834,0.18862641067717667,0.12030934687016995,step_up,false,38
baseline,5e178107fba4fbff1965c3e5,clean,impostor,hindi_736_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.3136817403988916,0.9786291552802646,0.19162307786221322,0.12472412238906024,mismatch,false,38
baseline,c2802e5d8a182c8da2d2286c,clean,impostor,hindi_458_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.4275550934302822,1.9859527872837837,0.18862641067717664,0.12030934687016995,step_up,false,38
baseline,c4f401595059c2e3716108b9,clean,impostor,hindi_742_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.024541228522912264,-1.4190022935303843,0.19923203870105477,0.12310819438037923,mismatch,false,38
baseline,b419e20d9a8780e9fbbae532,clean,impostor,hindi_193_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.17096188876030136,-0.19350033071565967,0.1953788634316498,0.12618569994708764,mismatch,false,38
baseline,c3f2f738883b25bbb8819db2,clean,impostor,hindi_939_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.2548656596045146,0.4901892244200722,0.19317086946206524,0.1258591316760147,mismatch,false,38
baseline,0be44dddc9a25c4067c15738,clean,impostor,hindi_759_male,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,male|hindi|unknown,female|hindi|unknown,false,0.11022220729388318,-0.6913878195736979,0.19697727610181873,0.1254796025498797,mismatch,false,38
baseline,7ba012cdf9d90cbe14954c84,clean,impostor,hindi_1148_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.17096188876030136,-0.19350033071565967,0.1953788634316498,0.12618569994708764,mismatch,false,38
baseline,f0e768e74f8cd7b11168ebe2,clean,impostor,hindi_682_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.09801714032956077,-0.792720441247855,0.19729846207456403,0.1252412787397286,mismatch,false,38
baseline,7855967e9946f25b210460af,clean,genuine,hindi_1179_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.7157308252838187,3.8400977765740376,0.16838388249394268,0.14253463704202718,verified,true,39
baseline,d0d5bb854ae2683532d3a1c3,clean,impostor,hindi_662_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.3939920400610481,1.6591490474643946,0.16244682571586097,0.13955660867180536,step_up,false,38
baseline,a1541ce00134684d71a5eca5,clean,impostor,hindi_934_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.3136817403988916,1.047129029688146,0.16456025465433877,0.14240984779971566,mismatch,false,38
baseline,aa2a4d484acd4e74a184d202,clean,impostor,hindi_550_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.38268343236508984,1.5705760159650315,0.1627444206552283,0.1400371643741938,step_up,false,38
baseline,9c99eb8e0459e1a28194d7d2,clean,impostor,hindi_38_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.4164295600976373,1.837749775365307,0.1618563646622665,0.13852440568780203,step_up,false,38
baseline,a2b22d0d48d5962bc17eff2e,clean,impostor,hindi_759_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.24298017990326398,0.5321183821592618,0.16642082203580263,0.1438765515989021,mismatch,false,38
baseline,7fc96b2eec6556490e23cbc8,clean,impostor,hindi_1160_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.14673047445536175,-0.15394951047167746,0.16895370902127377,0.14435404502309537,mismatch,false,38
baseline,2a21118271292b18d872a86b,clean,impostor,hindi_367_female,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,female|hindi|unknown,male|hindi|unknown,false,-0.11022220729388306,-2.0879542851236628,0.17571562169888547,0.13694640300797264,mismatch,false,38
baseline,f39f00e6e027286e8a631063,clean,impostor,hindi_590_female,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.19509032201612833,0.18990518870436357,0.16768108145388516,0.144331183098492,mismatch,false,38
baseline,48bb482e77d836fdf80b3fa6,clean,impostor,hindi_164_female,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,female|hindi|unknown,male|hindi|unknown,false,-0.07356456359966733,-1.7888188009990658,0.17475094686482717,0.1388153514072017,mismatch,false,38
baseline,9bb30be403880c542ca25079,clean,impostor,hindi_277_female,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.3484186802494345,1.3073454961354452,0.16364612465827189,0.14133414322178503,mismatch,false,38
baseline,3fb27c0547d91f0ce4ae3d1f,clean,genuine,hindi_130_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.8760700941954066,3.241710201250415,0.3254358203600083,0.16985919149188716,verified,true,39
baseline,a9f5fd8ffa8a29a658c73727,clean,impostor,hindi_229_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.4713967368259978,0.8791220538031355,0.3215947436109033,0.17039953959412346,mismatch,false,38
baseline,5a8cdcf4647821ced49e7f72,clean,impostor,hindi_590_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.5349976198870973,1.2756766459797766,0.31992103616192696,0.16859804120658012,mismatch,false,38
