model,trial_id,condition,trial_type,claimed_speaker,test_speaker,test_path,claimed_cohort,test_cohort,is_same_cohort,score
baseline,94de11ffbb5119c05017be87,clean,impostor,hindi_590_female,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.22496849641679736
baseline,256dae7965533c524b3ec5d5,clean,impostor,hindi_682_female,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.36663773997125326
baseline,5f3a1d72b016152116831605,clean,impostor,hindi_346_female,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.2015431988488001
baseline,f2ade1f5ad8040c694b87766,clean,impostor,hindi_448_female,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.17461014803123664
baseline,df9cae7b42dc3a39c1664837,clean,impostor,hindi_939_female,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.21853545983781822
baseline,3c20775653fc48f15d07b634,clean,impostor,hindi_193_female,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.3875641693111906
baseline,59abfefc5662110eb9475eec,clean,impostor,hindi_934_male,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,male|hindi|unknown,female|hindi|unknown,false,0.05573588330832766
baseline,f9ae86adb6278128f6894a3e,clean,impostor,hindi_326_female,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.4523069916021355
baseline,68c03b8bbd009d9fa96c8002,clean,impostor,hindi_662_male,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,male|hindi|unknown,female|hindi|unknown,false,0.08669016034584001
baseline,0c0d0fba3a45427329fa82e1,clean,impostor,hindi_736_female,hindi_1148_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.15284146567906617
baseline,50948d4a1044911a45acf683,clean,genuine,hindi_1160_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.7892602756288936
baseline,2a72e6022915edd011d62122,clean,impostor,hindi_349_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.24763284167102131
baseline,1b0dd80d940db4af2945d214,clean,impostor,hindi_38_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.22757328785274586
baseline,e0ce77a54c8ce276d6456ab2,clean,impostor,hindi_390_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.16618402292449927
baseline,7604022102160f3e7c3d3ad3,clean,impostor,hindi_662_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.2683296875861255
baseline,f60f18b189137958eed2b9ba,clean,impostor,hindi_550_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.22247864916506577
baseline,4bef0eaa2a75a05b9dba0b10,clean,impostor,hindi_186_male,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.18643810882921438
baseline,5cce33b7835198d5442d0f4d,clean,impostor,hindi_458_female,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.12572096578849262
baseline,0abc552b1aac3609b3d523f9,clean,impostor,hindi_888_female,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.16218282814345156
baseline,0dcd9497e7e2b8f61d4a69f0,clean,impostor,hindi_326_female,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.11102862203904139
baseline,b169e3c9a8061b19789743b4,clean,impostor,hindi_384_female,hindi_1160_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.16316461634943036
baseline,a211fe92be67916ab5356be1,clean,genuine,hindi_1177_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.8132541806816852
baseline,e28d4481cab07b9bf2813766,clean,impostor,hindi_277_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.18794152312595522
baseline,22502213715c6bdc1522107b,clean,impostor,hindi_367_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.36597670800074594
baseline,5e178107fba4fbff1965c3e5,clean,impostor,hindi_736_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.30963509994921
baseline,c2802e5d8a182c8da2d2286c,clean,impostor,hindi_458_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.23001498259868813
baseline,c4f401595059c2e3716108b9,clean,impostor,hindi_742_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.09421460912161382
baseline,b419e20d9a8780e9fbbae532,clean,impostor,hindi_193_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.3317365788539031
baseline,c3f2f738883b25bbb8819db2,clean,impostor,hindi_939_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.2676496162942538
baseline,0be44dddc9a25c4067c15738,clean,impostor,hindi_759_male,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,male|hindi|unknown,female|hindi|unknown,false,0.09656756289688198
baseline,7ba012cdf9d90cbe14954c84,clean,impostor,hindi_1148_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.1003195402118456
baseline,f0e768e74f8cd7b11168ebe2,clean,impostor,hindi_682_female,hindi_1177_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822894-1177-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.052598467218658705
baseline,7855967e9946f25b210460af,clean,genuine,hindi_1179_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.694523991430199
baseline,d0d5bb854ae2683532d3a1c3,clean,impostor,hindi_662_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.325323623280991
baseline,a1541ce00134684d71a5eca5,clean,impostor,hindi_934_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.30158785123230314
baseline,aa2a4d484acd4e74a184d202,clean,impostor,hindi_550_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.3295034161885998
baseline,9c99eb8e0459e1a28194d7d2,clean,impostor,hindi_38_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.3774374815559812
baseline,a2b22d0d48d5962bc17eff2e,clean,impostor,hindi_759_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.22380289089728223
baseline,7fc96b2eec6556490e23cbc8,clean,impostor,hindi_1160_male,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,male|hindi|unknown,male|hindi|unknown,true,0.14432922611040325
baseline,2a21118271292b18d872a86b,clean,impostor,hindi_367_female,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.10313046078403061
baseline,f39f00e6e027286e8a631063,clean,impostor,hindi_590_female,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.19595156873591452
baseline,48bb482e77d836fdf80b3fa6,clean,impostor,hindi_164_female,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.11340889683777242
baseline,9bb30be403880c542ca25079,clean,impostor,hindi_277_female,hindi_1179_male,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1179_male\844424933527233-1179-m.wav,female|hindi|unknown,male|hindi|unknown,false,0.2147881503631924
baseline,3fb27c0547d91f0ce4ae3d1f,clean,genuine,hindi_130_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.7076740242360487
baseline,a9f5fd8ffa8a29a658c73727,clean,impostor,hindi_229_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.30329930313420506
baseline,5a8cdcf4647821ced49e7f72,clean,impostor,hindi_590_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.4241950886547177
baseline,99da1d9ff0ea2b459dc94ed3,clean,impostor,hindi_1128_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.3369116355673422
baseline,34807c5f0bc37b9aff478925,clean,impostor,hindi_346_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.2668099175711515
baseline,7a996520b3035af10d63ff81,clean,impostor,hindi_326_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.3646647416870477
baseline,76b82dc76df6fb9a6983baae,clean,impostor,hindi_819_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.562326953853821
baseline,37d0455fa233cf50fd8771c5,clean,impostor,hindi_186_male,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,male|hindi|unknown,female|hindi|unknown,false,0.19879651270481472
baseline,3ca862f9611a6492351a7717,clean,impostor,hindi_727_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.4411077877305803
baseline,a2d015a4f0b5265b21fe44d6,clean,impostor,hindi_38_male,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,male|hindi|unknown,female|hindi|unknown,false,0.15146916978705616
baseline,b85a8baa8ad33bda457b736d,clean,impostor,hindi_939_female,hindi_130_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_130_female\844424931141680-130-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.46584225232280074
baseline,340d2af20f9b90493639a307,clean,genuine,hindi_164_female,hindi_164_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_164_female\844424931071468-164-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.8507716233773596
baseline,09ef114be1f2410fd115681e,clean,impostor,hindi_289_female,hindi_164_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_164_female\844424931071468-164-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.20059466320666627
baseline,15d5da1ac9bf6196aab0c5d4,clean,impostor,hindi_1148_female,hindi_164_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_164_female\844424931071468-164-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.10247174661770381
baseline,7dd0e9446e24e17a5786dbab,clean,impostor,hindi_645_female,hindi_164_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_164_female\844424931071468-164-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.3796912716325155
baseline,6ad38771db367d7fe77d6a1d,clean,impostor,hindi_736_female,hindi_164_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_164_female\844424931071468-164-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.25106982721465915
baseline,cf79922489ff69a7c73ae597,clean,impostor,hindi_229_female,hindi_164_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_164_female\844424931071468-164-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.12430095838975908
baseline,0dffb77b80d20a6dbf58f882,clean,impostor,hindi_819_female,hindi_164_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_164_female\844424931071468-164-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.4527270422257016
baseline,d0c0493c45017afca0742233,clean,impostor,hindi_329_female,hindi_164_female,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_164_female\844424931071468-164-f.wav,female|hindi|unknown,female|hindi|unknown,true,0.5732694322668939
