speaker_key,speaker_id,lang,gender,region,utterance_index,path,source_fname
hindi_1128_female,1128,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1128_female\844424932907858-1128-f.wav,844424932907858-1128-f.m4a
hindi_1128_female,1128,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1128_female\844424932907858-1128-f.wav,844424932907858-1128-f.m4a
hindi_1128_female,1128,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1128_female\844424932907858-1128-f.wav,844424932907858-1128-f.m4a
hindi_1128_female,1128,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1128_female\844424932907858-1128-f.wav,844424932907858-1128-f.m4a
hindi_1128_female,1128,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1128_female\844424930601913-1128-f.wav,844424930601913-1128-f.m4a
hindi_1128_female,1128,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1128_female\844424930601913-1128-f.wav,844424930601913-1128-f.m4a
hindi_1128_female,1128,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1128_female\844424930601913-1128-f.wav,844424930601913-1128-f.m4a
hindi_1128_female,1128,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1128_female\844424930601913-1128-f.wav,844424930601913-1128-f.m4a
hindi_1128_female,1128,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1128_female\844424932915017-1128-f.wav,844424932915017-1128-f.m4a
hindi_1128_female,1128,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1128_female\844424932915017-1128-f.wav,844424932915017-1128-f.m4a
hindi_1128_female,1128,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1128_female\844424932915017-1128-f.wav,844424932915017-1128-f.m4a
hindi_1128_female,1128,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1128_female\844424932915017-1128-f.wav,844424932915017-1128-f.m4a
hindi_1128_female,1128,hindi,female,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1128_female\844424930587244-1128-f.wav,844424930587244-1128-f.m4a
hindi_1128_female,1128,hindi,female,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1128_female\844424930587244-1128-f.wav,844424930587244-1128-f.m4a
hindi_1128_female,1128,hindi,female,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1128_female\844424930587244-1128-f.wav,844424930587244-1128-f.m4a
hindi_1128_female,1128,hindi,female,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1128_female\844424930587244-1128-f.wav,844424930587244-1128-f.m4a
hindi_1128_female,1128,hindi,female,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1128_female\844424932916315-1128-f.wav,844424932916315-1128-f.m4a
hindi_1128_female,1128,hindi,female,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1128_female\844424932916315-1128-f.wav,844424932916315-1128-f.m4a
hindi_1128_female,1128,hindi,female,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1128_female\844424932916315-1128-f.wav,844424932916315-1128-f.m4a
hindi_1128_female,1128,hindi,female,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1128_female\844424932916315-1128-f.wav,844424932916315-1128-f.m4a
hindi_1148_female,1148,hindi,female,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424930820815-1148-f.wav,844424930820815-1148-f.m4a
hindi_1148_female,1148,hindi,female,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1148_female\844424930820815-1148-f.wav,844424930820815-1148-f.m4a
hindi_1148_female,1148,hindi,female,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1148_female\844424930820815-1148-f.wav,844424930820815-1148-f.m4a
hindi_1148_female,1148,hindi,female,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1148_female\844424930820815-1148-f.wav,844424930820815-1148-f.m4a
hindi_1148_female,1148,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424930658431-1148-f.wav,844424930658431-1148-f.m4a
hindi_1148_female,1148,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1148_female\844424930658431-1148-f.wav,844424930658431-1148-f.m4a
hindi_1148_female,1148,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1148_female\844424930658431-1148-f.wav,844424930658431-1148-f.m4a
hindi_1148_female,1148,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1148_female\844424930658431-1148-f.wav,844424930658431-1148-f.m4a
hindi_1148_female,1148,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424930995424-1148-f.wav,844424930995424-1148-f.m4a
hindi_1148_female,1148,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1148_female\844424930995424-1148-f.wav,844424930995424-1148-f.m4a
hindi_1148_female,1148,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1148_female\844424930995424-1148-f.wav,844424930995424-1148-f.m4a
hindi_1148_female,1148,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1148_female\844424930995424-1148-f.wav,844424930995424-1148-f.m4a
hindi_1148_female,1148,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424930642742-1148-f.wav,844424930642742-1148-f.m4a
hindi_1148_female,1148,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1148_female\844424930642742-1148-f.wav,844424930642742-1148-f.m4a
hindi_1148_female,1148,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1148_female\844424930642742-1148-f.wav,844424930642742-1148-f.m4a
hindi_1148_female,1148,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1148_female\844424930642742-1148-f.wav,844424930642742-1148-f.m4a
hindi_1148_female,1148,hindi,female,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424930567909-1148-f.wav,844424930567909-1148-f.m4a
hindi_1148_female,1148,hindi,female,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1148_female\844424930567909-1148-f.wav,844424930567909-1148-f.m4a
hindi_1148_female,1148,hindi,female,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1148_female\844424930567909-1148-f.wav,844424930567909-1148-f.m4a
hindi_1148_female,1148,hindi,female,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1148_female\844424930567909-1148-f.wav,844424930567909-1148-f.m4a
hindi_1148_female,1148,hindi,female,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1148_female\844424931427821-1148-f.wav,844424931427821-1148-f.m4a
hindi_1148_female,1148,hindi,female,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1148_female\844424931427821-1148-f.wav,844424931427821-1148-f.m4a
hindi_1148_female,1148,hindi,female,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1148_female\844424931427821-1148-f.wav,844424931427821-1148-f.m4a
hindi_1148_female,1148,hindi,female,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1148_female\844424931427821-1148-f.wav,844424931427821-1148-f.m4a
hindi_1160_male,1160,hindi,male,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932333072-1160-m.wav,844424932333072-1160-m.m4a
hindi_1160_male,1160,hindi,male,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1160_male\844424932333072-1160-m.wav,844424932333072-1160-m.m4a
hindi_1160_male,1160,hindi,male,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1160_male\844424932333072-1160-m.wav,844424932333072-1160-m.m4a
hindi_1160_male,1160,hindi,male,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1160_male\844424932333072-1160-m.wav,844424932333072-1160-m.m4a
hindi_1160_male,1160,hindi,male,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932323628-1160-m.wav,844424932323628-1160-m.m4a
hindi_1160_male,1160,hindi,male,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1160_male\844424932323628-1160-m.wav,844424932323628-1160-m.m4a
hindi_1160_male,1160,hindi,male,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1160_male\844424932323628-1160-m.wav,844424932323628-1160-m.m4a
hindi_1160_male,1160,hindi,male,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1160_male\844424932323628-1160-m.wav,844424932323628-1160-m.m4a
hindi_1160_male,1160,hindi,male,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932475741-1160-m.wav,844424932475741-1160-m.m4a
hindi_1160_male,1160,hindi,male,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1160_male\844424932475741-1160-m.wav,844424932475741-1160-m.m4a
hindi_1160_male,1160,hindi,male,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1160_male\844424932475741-1160-m.wav,844424932475741-1160-m.m4a
hindi_1160_male,1160,hindi,male,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1160_male\844424932475741-1160-m.wav,844424932475741-1160-m.m4a
hindi_1160_male,1160,hindi,male,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932432816-1160-m.wav,844424932432816-1160-m.m4a
hindi_1160_male,1160,hindi,male,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1160_male\844424932432816-1160-m.wav,844424932432816-1160-m.m4a
hindi_1160_male,1160,hindi,male,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1160_male\844424932432816-1160-m.wav,844424932432816-1160-m.m4a
hindi_1160_male,1160,hindi,male,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1160_male\844424932432816-1160-m.wav,844424932432816-1160-m.m4a
hindi_1160_male,1160,hindi,male,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932323644-1160-m.wav,844424932323644-1160-m.m4a
hindi_1160_male,1160,hindi,male,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1160_male\844424932323644-1160-m.wav,844424932323644-1160-m.m4a
hindi_1160_male,1160,hindi,male,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1160_male\844424932323644-1160-m.wav,844424932323644-1160-m.m4a
hindi_1160_male,1160,hindi,male,,4,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1160_male\844424932323644-1160-m.wav,844424932323644-1160-m.m4a
hindi_1160_male,1160,hindi,male,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1160_male\844424932309963-1160-m.wav,844424932309963-1160-m.m4a
hindi_1160_male,1160,hindi,male,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1160_male\844424932309963-1160-m.wav,844424932309963-1160-m.m4a
hindi_1160_male,1160,hindi,male,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1160_male\844424932309963-1160-m.wav,844424932309963-1160-m.m4a
hindi_1160_male,1160,hindi,male,,5,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1160_male\844424932309963-1160-m.wav,844424932309963-1160-m.m4a
hindi_1177_female,1177,hindi,female,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930859981-1177-f.wav,844424930859981-1177-f.m4a
hindi_1177_female,1177,hindi,female,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1177_female\844424930859981-1177-f.wav,844424930859981-1177-f.m4a
hindi_1177_female,1177,hindi,female,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1177_female\844424930859981-1177-f.wav,844424930859981-1177-f.m4a
hindi_1177_female,1177,hindi,female,,0,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1177_female\844424930859981-1177-f.wav,844424930859981-1177-f.m4a
hindi_1177_female,1177,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930862387-1177-f.wav,844424930862387-1177-f.m4a
hindi_1177_female,1177,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1177_female\844424930862387-1177-f.wav,844424930862387-1177-f.m4a
hindi_1177_female,1177,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1177_female\844424930862387-1177-f.wav,844424930862387-1177-f.m4a
hindi_1177_female,1177,hindi,female,,1,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1177_female\844424930862387-1177-f.wav,844424930862387-1177-f.m4a
hindi_1177_female,1177,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930860019-1177-f.wav,844424930860019-1177-f.m4a
hindi_1177_female,1177,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1177_female\844424930860019-1177-f.wav,844424930860019-1177-f.m4a
hindi_1177_female,1177,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_moderate\hindi\hindi_1177_female\844424930860019-1177-f.wav,844424930860019-1177-f.m4a
hindi_1177_female,1177,hindi,female,,2,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_severe\hindi\hindi_1177_female\844424930860019-1177-f.wav,844424930860019-1177-f.m4a
hindi_1177_female,1177,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\clean\hindi\hindi_1177_female\844424930822955-1177-f.wav,844424930822955-1177-f.m4a
hindi_1177_female,1177,hindi,female,,3,C:\Users\LENOVO\OneDrive\Desktop\Final_layer2\UCO-HACKATHON\evaluation\data\kathbath_telephone\telephone_mild\hindi\hindi_1177_female\844424930822955-1177-f.wav,844424930822955-1177-f.m4a
